id,entity_id,entity_label,relation_id,relation_label,question,span
8159,Q862439,Bill Self,P27,country of citizenship,What country is bill self from?,"[0, 0, 0, 1, 1, 0]"
8160,Q2573735,Thiago Constância,P413,position played on team / speciality,what position does thiago constância play?,"[0, 0, 0, 1, 1, 0]"
8161,Q483647,Anadarko,P131,located in the administrative territorial entity,what county is anadarko in,"[0, 0, 0, 1, 0]"
8162,Q299503,Wilson Palacios,P413,position played on team / speciality,What position does wilson palacios play for stoke city,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
8163,Q1513688,Greek Revival architecture,P149,architectural style,whats an example of greek revival architecture,"[0, 0, 0, 0, 1, 1, 1]"
8164,Q6397739,Kevin Welsh,P413,position played on team / speciality,What position does kevin welsh play,"[0, 0, 0, 1, 1, 0]"
8165,Q7757037,The Pick of Billy Connolly,P175,performer,which billy is responsible for the pick of billy connolly,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
8166,Q356965,Andrey Kurkov,P58,screenwriter,which 1997 film did andrey kurkov write the script for?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
8167,Q55499,Tumen River,P403,mouth of the watercourse,where does tumen river originate,"[0, 0, 1, 1, 0]"
8168,Q12061109,John D. Lavelle,P21,sex or gender,What is john d. lavelle's gender?,"[0, 0, 1, 1, 1, 0]"
8169,Q639669,musician,P106,occupation,Name a musician. ,"[0, 0, 1]"
8170,Q1185312,Dementia 13,P58,screenwriter,who wrote the film dementia 13,"[0, 0, 0, 0, 1, 1]"
8171,Q5667028,Alfonso Muñoz,P21,sex or gender,What is alfonso muñoz's gender?,"[0, 0, 1, 1, 0]"
8172,Q1156698,(7810) 1981 DE,P196,minor planet group,what cosmic body is (7810) 1981 de a part of?,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
8173,Q4049208,Sea Dragon,P123,publisher,what company was popular for sea dragon,"[0, 0, 0, 0, 0, 1, 1]"
8174,Q5185233,Crime Wave,P364,original language of film or TV show,which language is crime wave filmed in?,"[0, 0, 0, 1, 1, 0, 0]"
8175,Q1350218,Lev Lemke,P21,sex or gender,What is the gender of lev lemke,"[0, 0, 0, 0, 0, 1, 1]"
8176,Q311219,Sammo Hung,P162,producer,sammo hung is given producer credit for what vampire film,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
8177,Q225531,Olivier Py,P21,sex or gender,What is olivier py's gender,"[0, 0, 1, 1, 0]"
8178,Q4794319,Army of Me,P175,performer,what album is by army of me,"[0, 0, 0, 0, 1, 1, 1]"
8179,Q3106836,Gintarė Petronytė,P413,position played on team / speciality,what position did gintarė petronytė play ,"[0, 0, 0, 1, 1, 0]"
8180,Q995059,Bryan Marchment,P106,occupation,What is bryan marchment's profession?,"[0, 0, 1, 1, 0]"
8181,Q4750993,Defenders of the Hate,P175,performer,what artist made the album defenders of the hate,"[0, 0, 0, 1, 0, 1, 1, 1, 1]"
8182,Q2740649,Briefgeheim,P495,country of origin,what country made the film secret letters,"[0, 0, 0, 0, 0, 0, 0]"
8183,Q1514801,Gerrit Schmidt-Foß,P19,place of birth,where was gerrit schmidt-foß born,"[0, 0, 1, 1, 0]"
8184,Q5225421,Darryl Neudorf,P1303,instrument,Which instrument did darryl neudorf play?,"[0, 0, 0, 1, 1, 0]"
8185,Q17503946,Yoon Sam-yook,P19,place of birth,Where was sam-yuk yoon born?,"[0, 0, 0, 1, 0]"
8186,Q79848,Southampton,P19,place of birth,Who was a person born in southampton,"[0, 0, 0, 0, 0, 0, 1]"
8187,Q336286,defender,P413,position played on team / speciality,who is a man that plays as a football defender,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
8188,Q169902,"Prince Aimone, 4th Duke of Aosta",P27,country of citizenship,"what country gives nationality to prince aimone, duke of aosta","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
8189,Q579423,Bad Taste,P264,record label,Name an artist from bad taste.,"[0, 0, 0, 0, 1, 1]"
8190,Q2257790,Soul of the Fire,P50,author,who authored the book soul of the fire,"[0, 0, 1, 0, 1, 1, 1, 1]"
8191,Q5335254,Ed Palmquist,P20,place of death,what is ed palmquist's place of death?,"[0, 0, 1, 1, 0, 0, 0]"
8192,Q4846005,Don Talbert,P413,position played on team / speciality,what american football position does don talbert play,"[0, 0, 0, 0, 0, 1, 1, 0]"
8193,Q241733,Ardea,P19,place of birth,what italian footballer was born in ardea (rm),"[0, 0, 0, 0, 0, 0, 1, 0]"
8194,Q1753522,Eclipse,P175,performer,What musician recorded eclipse,"[0, 0, 0, 1]"
8195,Q441629,The Faery Tale Adventure,P123,publisher,Who published the game the faery tale adventure,"[0, 0, 1, 0, 1, 1, 1, 1]"
8196,Q5128778,Claude Crabb,P413,position played on team / speciality,which position does claude crabb play,"[0, 0, 0, 1, 1, 0]"
8197,Q6540281,Liars in Love,P50,author,who is the author of the book liars in love,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
8198,Q818733,Alfred J. Kwak,P495,country of origin,What is the country of origin of the program alfred j. kwak?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
8199,Q4038080,Enlarged to Show Detail,P495,country of origin,in what country was enlarged to show detail filmed in,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
8200,Q3023252,Densetsu no Stafy,P404,game mode,what is the gameplay mode of densetsu no stafy,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
8201,Q556573,Glen MacPherson,P344,director of photography,what is a work by glen macpherson,"[0, 0, 0, 0, 0, 1, 1]"
8202,Q5515353,Gabe Norwood,P19,place of birth,where was gabe norwood born,"[0, 0, 1, 1, 0]"
8203,Q843402,Warner Bros. Records,P264,record label,which group is signed to the warner bros. records,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
8204,Q177220,singer,P106,occupation,Name a singer.,"[0, 0, 1]"
8205,Q6130108,James Bradbury Jr,P27,country of citizenship,what is james bradbury jr's nationality?,"[0, 0, 1, 1, 1, 0]"
8206,Q3876919,Nikola Čelebić,P413,position played on team / speciality,what position does nikola Čelebić play,"[0, 0, 0, 1, 1, 0]"
8207,Q4985667,Buffalo Bill in Tomahawk Territory,P495,country of origin,which country produced buffalo bill in tomahawk territory,"[0, 0, 0, 1, 1, 1, 1, 1]"
8208,Q6204942,Joan Child,P21,sex or gender,What is joan child's gender?,"[0, 0, 1, 1, 0]"
8209,Q10403530,Jurica Siljanoski,P21,sex or gender,What is Jurica Siljanoski's profession?,"[0, 0, 1, 1, 0]"
8210,Q2721134,Nebula,P21,sex or gender,what is nebula's gender ,"[0, 0, 1, 0]"
8211,Q54274,Pirates of the Caribbean: At World's End,P495,country of origin,Which country did the film pirates of the caribbean 3 originate in,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]"
8212,Q7181652,Phil Amato,P19,place of birth,where was phil amato born?,"[0, 0, 1, 1, 0]"
8213,Q193592,midfielder,P413,position played on team / speciality,Name a football player that plays midfielder,"[0, 0, 0, 0, 0, 0, 1]"
8214,Q782091,William Smith,P27,country of citizenship,What is william smith's nationality?,"[0, 0, 1, 1, 0]"
8215,Q7702378,Teri Diver,P172,ethnic group,whats teri diver's ethnicity,"[0, 1, 1, 0]"
8216,Q32678,William Taubman,P21,sex or gender,What gender is william taubman,"[0, 0, 0, 1, 1]"
8217,Q3183,Perth,P19,place of birth,"Who is someone that was born in perth, western australia?","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
8218,Q3184804,Joseph Dahan,P21,sex or gender,what is joseph dahan's gender ,"[0, 0, 1, 1, 0]"
8219,Q1110978,Luc Van den Bossche,P21,sex or gender,is luc van den bossche female or male,"[0, 1, 1, 1, 1, 0, 0, 0]"
8220,Q7384371,Ryan Nece,P413,position played on team / speciality,what position does ryan nece play ,"[0, 0, 0, 1, 1, 0]"
8221,Q1649787,Midnight's Children,P495,country of origin,which European country is the film midnight's children from ,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
8222,Q1717689,Walter Capps,P20,place of death,Where did walter capps die,"[0, 0, 1, 1, 0]"
8223,Q703787,Sam Sparro,P136,genre,what genre is sam sparro affiliated with,"[0, 0, 0, 1, 1, 0, 0]"
8224,Q4658752,A Peleja do Diabo com o Dono do Céu,P136,genre,what type of music is a peleja do diabo com o dono do céu,"[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
8225,Q7072023,O-Solar Meow,P495,country of origin,in which country was o-solar meow filmed,"[0, 0, 0, 0, 1, 1, 0]"
8226,Q5583271,Goodbye Gemini,P364,original language of film or TV show,What is a language of the film goodbye gemini?,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
8227,Q8261,novel,P136,genre,What is the name of a novel?,"[0, 0, 0, 0, 0, 0, 1]"
8228,Q4425817,Vsevolod Nikolaevitsj Sobolev,P106,occupation,What is the profession of vsevolod sobolev?,"[0, 0, 0, 0, 0, 1, 1]"
8229,Q7459065,Seyi Ajirotutu,P413,position played on team / speciality,what position does seyi ajirotutu,"[0, 0, 0, 1, 1]"
8230,Q1323698,Indian classical music,P136,genre,What is the name of a indian classical music artist,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
8231,Q2028011,UFO: Aftershock,P404,game mode,what is the game player mode for ufo: aftershock?,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
8232,Q20474,dubstep,P136,genre,who is an example of a dubstep artist,"[0, 0, 0, 0, 0, 0, 1, 0]"
8233,Q128581,breast cancer,P509,cause of death,Name a person who died from breast cancer.,"[0, 0, 0, 0, 0, 0, 1, 1]"
8234,Q6312396,June Preisser,P21,sex or gender,what is june preisser's gender,"[0, 0, 1, 1, 0]"
8235,Q6946412,My Solo Project,P175,performer,Who is the artist that released the album my solo project,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
8236,Q1081834,5252 Vikrymov,P65,site of astronomical discovery,where was 5252 vikrymov discovered,"[0, 0, 1, 1, 0]"
8237,Q730901,Chris Bourque,P40,child,Who was a parent of chris bourque,"[0, 0, 0, 0, 0, 1, 1]"
8238,Q5994,piano,P1303,instrument,Name an instrumentalist that plays piano,"[0, 0, 0, 0, 0, 1]"
8239,Q4087249,David Bispham,P27,country of citizenship,what is the nationality of  david bispham,"[0, 0, 0, 0, 0, 1, 1]"
8240,Q2739716,Mother Mother,P175,performer,What's an album recorded by mother mother,"[0, 0, 0, 0, 0, 1, 1]"
8241,Q367813,John Bailey,P344,director of photography,What is the 1983 movie produced by john bailey (cinematographer)?,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
8242,Q6967364,Nassama Asselme,P27,country of citizenship,what country gives nationality to nassama asselme ,"[0, 0, 0, 0, 0, 1, 1]"
8243,Q496305,Witold Woyda,P509,cause of death,What was the cause of death of witold woyda,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
8244,Q660476,Ludwika Paleta,P27,country of citizenship,what is the nationality of ludwika paleta,"[0, 0, 0, 0, 0, 1, 1]"
8245,Q930991,Mercedes Pascual,P27,country of citizenship,What country is mercedes pascual from?,"[0, 0, 0, 1, 1, 0]"
8247,Q401135,Ahmad Mohammad Hasher Al Maktoum,P27,country of citizenship,which nationality is  ahmad mohammad hasher al maktoum,"[0, 1, 0, 1, 1, 1, 1, 1]"
8248,Q1112288,Columbano Bordalo Pinheiro,P20,place of death,Where in portugal did columbano bordalo pinheiro die,"[0, 0, 0, 0, 1, 1, 1, 0]"
8249,Q916078,Blackmail,P495,country of origin,what country filmed blackmail,"[0, 0, 0, 1]"
8250,Q3392828,Daniel Baldi,P27,country of citizenship,What is the nationality of daniel baldi,"[0, 0, 0, 0, 0, 1, 1]"
8251,Q391541,Imitation of Life,P495,country of origin,in which country was the imitation of life filmed,"[0, 0, 0, 0, 0, 1, 1, 1, 0]"
8252,Q1794,Frankfurt am Main,P19,place of birth,what person was born in frankfurt?,"[0, 0, 0, 0, 0, 1]"
8253,Q380289,Skip James,P175,performer,what album is by skip james,"[0, 0, 0, 0, 1, 1]"
8254,Q11085,Parkinson's disease,P509,cause of death,Who was a person that suffered from parkinsons disease,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
8255,Q5493369,François Payard,P19,place of birth,where was françois payard born,"[0, 0, 1, 1, 0]"
8256,Q3634702,Reliance Entertainment,P272,production company,reliance big entertainment produced what teen action film?,"[1, 0, 1, 0, 0, 0, 0, 0]"
8257,Q13026577,Kohtee Aramboy,P21,sex or gender,what is the gender of kohtee aramboy,"[0, 0, 0, 0, 0, 1, 1]"
8258,Q12125637,Law and Order,P364,original language of film or TV show,What language is law and order in?,"[0, 0, 0, 1, 1, 1, 0]"
8259,Q77276,Frank Arnau,P21,sex or gender,is frank arnau male or female,"[0, 1, 1, 0, 0, 0]"
8260,Q5264817,Desmond Williams,P1303,instrument,what is an instrument played by desmond williams,"[0, 0, 0, 0, 0, 0, 1, 1]"
8261,Q4719103,Alexander Hay,P607,conflict,which war was alexander hay involved in,"[0, 0, 0, 1, 1, 0, 0]"
8262,Q6902767,Monster Madness: Battle for Suburbia,P404,game mode,what mode do you play monster madness: battle for suburbia in?,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
8263,Q1348871,Sergio Guerri,P20,place of death,where did sergio guerri die,"[0, 0, 1, 1, 0]"
8264,Q5351460,El Jeffrey,P21,sex or gender,what gender is el jeffrey ,"[0, 0, 0, 1, 1]"
8265,Q33999,actor,P106,occupation,Who's an actor that starred in american pie,"[0, 0, 1, 0, 0, 0, 0, 0]"
8266,Q4770907,Antakshari Intercollegiate Championship,P170,creator,who created antakshari intercollegiate championship,"[0, 0, 1, 1, 1]"
8267,Q5494891,Fred Corey,P106,occupation,What was Fred Corey's profession?,"[0, 0, 1, 1, 0]"
8268,Q730712,25457 Mariannamao,P31,instance of,what type of object is 25457 mariannamao,"[0, 0, 0, 0, 0, 1, 1]"
8269,Q244,Barbados,P19,place of birth,Who was a significant figure from barbados,"[0, 0, 0, 0, 0, 0, 1]"
8270,Q1530455,vocal jazz,P136,genre,what album is an example of vocal jazz?,"[0, 0, 0, 0, 0, 0, 1, 1]"
8271,Q12003,Cher,P175,performer,which album did cher release in 1982,"[0, 0, 0, 1, 0, 0, 0]"
8272,Q2457059,Sengoku,P136,genre,what game genre is sengoku?,"[0, 0, 0, 0, 1]"
8273,Q7926379,Victor Său,P21,sex or gender,what is the sex of victor său,"[0, 0, 0, 0, 0, 1, 1]"
8274,Q2168889,Valley Station,P19,place of birth,"what  leadership coach was born in valley station, louisville","[0, 0, 0, 0, 0, 0, 1, 1, 0]"
8275,Q178698,W. H. Auden,P737,influenced by,who is one of w. h. auden's influences,"[0, 0, 0, 0, 1, 1, 1, 0]"
8276,Q2744497,Simone,P136,genre,What genre of music does  simone bittencourt de oliveira create,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
8277,Q11746,Wuhan,P19,place of birth,who was born in wuhan?,"[0, 0, 0, 0, 1]"
8278,Q5185648,Criminalz,P136,genre,what type of music are the criminalz known for ,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8279,Q280658,forward,P413,position played on team / speciality,What is the name of a footballer who plays forward?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
8280,Q75261,Werner Abrolat,P20,place of death,Where did werner abrolat die,"[0, 0, 1, 1, 0]"
8281,Q3283145,Chick Magnet,P175,performer,who was the artist who produced chick magnet,"[0, 0, 0, 0, 0, 0, 1, 1]"
8282,Q4775740,Augustus Dickens,P20,place of death,what city did augustus dickens die in?,"[0, 0, 0, 1, 1, 0, 0]"
8283,Q458119,Mary Ball Washington,P40,child,Who is the name of a child of mary ball washington,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
8284,Q886669,Sleepaway Camp,P156,followed by,what is the sequel to sleepaway camp,"[0, 0, 0, 0, 0, 1, 1]"
8285,Q3178425,Marko Ljubinković,P413,position played on team / speciality,Which position does marko ljubinković play?,"[0, 0, 0, 1, 1, 0]"
8286,Q7945741,W. J. Young,P21,sex or gender,What gender is w. j. young?,"[0, 0, 0, 1, 1, 1]"
8287,Q69485,Martin Scherber,P20,place of death,where did martin scherber die,"[0, 0, 1, 1, 0]"
8288,Q246997,Before Night Falls,P57,director,who directed the movie before night falls,"[0, 0, 0, 0, 1, 1, 1]"
8289,Q346319,George Leslie Hunter,P21,sex or gender,What is leslie hunter's gender?,"[0, 0, 1, 1, 0]"
8290,Q658734,Frits Philips,P40,child,who is frits philips's parent,"[0, 0, 1, 1, 0]"
8291,Q4897467,Beth Chote,P27,country of citizenship,from where is beth chote,"[0, 0, 0, 1, 1]"
8292,Q7298100,Ray Shearer,P413,position played on team / speciality,which baseball position is ray shearer charged of ,"[0, 0, 0, 0, 1, 1, 0, 0]"
8293,Q1501183,Vintersorg,P175,performer,what is an album by vintersorg,"[0, 0, 0, 0, 0, 1]"
8294,Q8054271,Yodelin' Kid from Pine Ridge,P364,original language of film or TV show,which language is primarily used in yodelin' kid from pine ridge,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
8295,Q1348138,Stephen Vincent Benét,P509,cause of death,What was stephen vincent benét's cause of death?,"[0, 0, 1, 1, 1, 0, 0, 0]"
8296,Q16246484,Andamion Murataj,P19,place of birth,Where was andamion murataj born,"[0, 0, 1, 1, 0]"
8297,Q6289333,Josh Samuda,P413,position played on team / speciality,What position does josh samuda play,"[0, 0, 0, 1, 1, 0]"
8298,Q3507790,Symphony No. 41,P86,composer,who is the composer of symphony no. 41?,"[0, 0, 0, 0, 0, 1, 1, 1]"
8299,Q5913586,House Blend,P495,country of origin,where is house blend originaly from ,"[0, 0, 1, 1, 0, 0]"
8300,Q130232,drama film,P136,genre,What is a drama film,"[0, 0, 0, 1, 1]"
8301,Q724928,John Glascock,P136,genre,What genre of music does the artist john glascock produce,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
8302,Q975648,Margaret Whitton,P27,country of citizenship,which country is margaret whitton from,"[0, 0, 0, 1, 1, 0]"
8303,Q15438503,M. H. Holcroft,P20,place of death,where did montague harry holcroft die,"[0, 0, 0, 0, 1, 0]"
8304,Q211763,William Holman Hunt,P106,occupation,What is the profession of william holman hunt?,"[0, 0, 0, 0, 0, 1, 1, 1]"
8305,Q560643,Paul Rosenberg,P20,place of death,Where did paul rosenberg die?,"[0, 0, 1, 1, 0]"
8306,Q6377606,Katilon Ke Kaatil,P364,original language of film or TV show,what language is spoken in katilon ke kaatil,"[0, 0, 0, 1, 0, 1, 1, 1]"
8307,Q4668307,Aboobaker Osman Mitha,P19,place of birth,Where was aboobaker osman mitha born,"[0, 0, 1, 1, 1, 0]"
8308,Q93358,Oradea,P19,place of birth,What Hungarian composer was born in oradea?,"[0, 0, 0, 0, 0, 0, 1]"
8309,Q4746854,Amit Kumar,P40,child,who was amit kumar's parent,"[0, 0, 1, 1, 0]"
8310,Q367697,Halil Kut,P21,sex or gender,how would halil kut be classified regarding gender,"[0, 0, 1, 1, 0, 0, 0, 0]"
8311,Q1334558,Emak-Bakia,P495,country of origin,which country did the film emak-bakia come from,"[0, 0, 0, 0, 0, 1, 0, 0]"
8312,Q770237,3587 Descartes,P138,named after,Who was 3587 descartes named after?,"[0, 0, 1, 1, 0, 0]"
8313,Q743712,Black Isle Studios,P178,developer,what game did black isle studios develop,"[0, 0, 0, 1, 1, 1, 0]"
8314,Q5444710,Fernando Ferrer,P27,country of citizenship,where is fernando ferrer from,"[0, 0, 1, 1, 0]"
8315,Q148932,2410 Morrison,P196,minor planet group,What type of asteroid group is 2410 morrison a part of,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
8316,Q1442301,Steve Forrest,P106,occupation,is steve forrest an actor or a technician,"[0, 1, 1, 0, 0, 0, 0, 0]"
8317,Q323392,Scream 4,P344,director of photography,Who did the cinematography of scream 4?,"[0, 0, 0, 0, 0, 1, 1]"
8318,Q4532112,Julie Anthony,P136,genre,what kind of music is julie anthony known for?,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
8319,Q119157,Giorgos Tzavellas,P106,occupation,What type of profession does yorgos javellas have?,"[0, 0, 0, 0, 0, 0, 0, 0]"
8320,Q2626851,Vladislav Ternavsky,P413,position played on team / speciality,what position does vladislav ternavsky play,"[0, 0, 0, 1, 1, 0]"
8321,Q7164648,Penrose Stout,P20,place of death,Where did penrose stout pass away?,"[0, 0, 1, 1, 0, 0]"
8322,Q7723889,The Perks of Being a Wallflower,P136,genre,what book genre is the perks of being a wallflower ,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
8323,Q28389,screenwriter,P106,occupation,Name a person who's screenwriter,"[0, 0, 0, 0, 1]"
8324,Q4354918,Joey Gilbert,P19,place of birth,which chity was joey gilbert born in,"[0, 0, 0, 1, 1, 0, 0]"
8325,Q155,Brazil,P17,country,what is a city in brazil?,"[0, 0, 0, 0, 0, 1]"
8326,Q1680843,"James Molyneaux, Baron Molyneaux of Killead",P27,country of citizenship,"What country is james molyneaux, baron molyneaux of killead from","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
8327,Q2861964,Armand Schaefer,P162,producer,what films have armand schaefer produced?,"[0, 0, 0, 1, 1, 0]"
8328,Q336286,defender,P413,position played on team / speciality,who is a football player who played defender,"[0, 0, 0, 0, 0, 0, 0, 1]"
8329,Q1403510,The Invitation,P495,country of origin,which country produced the invitation (film)?,"[0, 0, 0, 1, 1, 0]"
